,code,venue,category,name,vLat,vLong
0,BK09,Brooklyn Cat Cafe,Pet Store,Brooklyn Heights-Cobble Hill,40.695178356015504,-73.99628072977066
1,BK09,Rocco & Jezebel For Pets Grooming & Boarding,Pet Store,Brooklyn Heights-Cobble Hill,40.697976312553614,-73.99224091113379
2,BK09,The Heights Salon,Cosmetics Shop,Brooklyn Heights-Cobble Hill,40.694667464664036,-73.9939305705351
3,BK09,Waterfront Wines & Spirits,Wine Shop,Brooklyn Heights-Cobble Hill,40.69388997935272,-73.99923862706902
4,BK09,European Wax Center,Health & Beauty Service,Brooklyn Heights-Cobble Hill,40.694699464476926,-73.99415068928433
5,BK09,Michael-Towne Wines And Spirits,Wine Shop,Brooklyn Heights-Cobble Hill,40.697624809194366,-73.99288255899214
6,BK09,Heights Vision Center,Optical Shop,Brooklyn Heights-Cobble Hill,40.694713233481075,-73.994050784118
7,BK09,Borough Hall Greenmarket,Farmers Market,Brooklyn Heights-Cobble Hill,40.69370658297092,-73.99032073998625
8,BK09,James Weir Floral,Flower Shop,Brooklyn Heights-Cobble Hill,40.694669,-73.993148
9,BK09,Kiehl's,Cosmetics Shop,Brooklyn Heights-Cobble Hill,40.694656,-73.99451772883606
10,BK09,SEPHORA,Cosmetics Shop,Brooklyn Heights-Cobble Hill,40.69235289265072,-73.99082736554976
11,BK09,Montague Wine & Spirits,Wine Shop,Brooklyn Heights-Cobble Hill,40.69528101567161,-73.99619777391234
12,BK09,Francesca's,Boutique,Brooklyn Heights-Cobble Hill,40.6943131,-73.9932229
13,BK09,City Chemist,Pharmacy,Brooklyn Heights-Cobble Hill,40.694819494344024,-73.99416089943902
14,BK09,Verizon,Mobile Phone Shop,Brooklyn Heights-Cobble Hill,40.69439090895329,-73.99346164898361
15,BK09,Grand Opticians,Accessories Store,Brooklyn Heights-Cobble Hill,40.69459206488534,-73.99329445045127
16,BK09,Perelandra Natural Foods,Grocery Store,Brooklyn Heights-Cobble Hill,40.69338,-73.991341
17,BK09,LOFT,Women's Store,Brooklyn Heights-Cobble Hill,40.694982,-73.994375
18,BK09,CVS/Pharmacy,Pharmacy,Brooklyn Heights-Cobble Hill,40.69414755697573,-73.99243362213404
19,BK09,Plaza nails,Cosmetics Shop,Brooklyn Heights-Cobble Hill,40.694660783030294,-73.99326615610428
20,BK09,The Vitamin Shoppe,Supplement Shop,Brooklyn Heights-Cobble Hill,40.692922,-73.99097320000001
21,BK09,Court Street Office Supplies,Paper / Office Supplies Store,Brooklyn Heights-Cobble Hill,40.6927611590892,-73.99075161024365
22,BK09,Chocolate Works,Chocolate Shop,Brooklyn Heights-Cobble Hill,40.694988165435156,-73.99499126469863
23,BK09,CVS pharmacy,Pharmacy,Brooklyn Heights-Cobble Hill,40.696066227519076,-73.9940617441236
24,BK09,Redbox,Video Store,Brooklyn Heights-Cobble Hill,40.697233,-73.992118
25,BK09,Mattress Firm,Mattress Store,Brooklyn Heights-Cobble Hill,40.69473926801041,-73.99494314706112
26,BK09,Garden of Eden Marketplace,Grocery Store,Brooklyn Heights-Cobble Hill,40.69410318829874,-73.9917895719872
27,BK09,The UPS Store,Shipping Store,Brooklyn Heights-Cobble Hill,40.69483222630818,-73.9938015199732
28,BK09,AT&T,Mobile Phone Shop,Brooklyn Heights-Cobble Hill,40.69421809823858,-73.99291187524801
29,BK09,Rite Aid,Pharmacy,Brooklyn Heights-Cobble Hill,40.69294502039701,-73.99279654026031
30,BK09,GNC,Supplement Shop,Brooklyn Heights-Cobble Hill,40.69202520450002,-73.99114510683295
31,BK09,Spodek Law Group P.C.,Lawyer,Brooklyn Heights-Cobble Hill,40.6951017,-73.99143659999999
32,BK09,Brooklyn Heights HB,Locksmith,Brooklyn Heights-Cobble Hill,40.69694110160781,-73.99232983589171
33,BK09,Duane Reade,Pharmacy,Brooklyn Heights-Cobble Hill,40.6926872,-73.99108609999998
34,BK09,Jubilee Gallery,Arts & Crafts Store,Brooklyn Heights-Cobble Hill,40.69706783105794,-73.99330155569659
35,BK09,Bentley's,Shoe Store,Brooklyn Heights-Cobble Hill,40.694644895775646,-73.99340485475334
36,BK09,Peerless Shoe Repair,Shoe Store,Brooklyn Heights-Cobble Hill,40.69494130776187,-73.99483955812066
37,BK09,Proper The Accessory Vault,Jewelry Store,Brooklyn Heights-Cobble Hill,40.69498884760204,-73.9949369430542
38,BK09,J. McLaughlin,Boutique,Brooklyn Heights-Cobble Hill,40.69490203167769,-73.99587827665789
39,BK09,IT'SUGAR,Candy Store,Brooklyn Heights-Cobble Hill,40.6920909705342,-73.99109263172188
40,BK09,App Partner LLC,IT Services,Brooklyn Heights-Cobble Hill,40.6929823,-73.99112640000001
41,BK09,The New York Doula,Health & Beauty Service,Brooklyn Heights-Cobble Hill,40.69482615718592,-73.9900016784668
42,BK09,Rite Aid,Pharmacy,Brooklyn Heights-Cobble Hill,40.69287456205685,-73.99289500244187
43,BK09,DiSC Bodhi,Business Service,Brooklyn Heights-Cobble Hill,40.69385712416483,-73.99084120988844
44,BK09,Rosenberg Musso & Weiner L.L.P,Lawyer,Brooklyn Heights-Cobble Hill,40.6933297,-73.9909485
45,BK09,Hendricks Law Firm PLLC,Lawyer,Brooklyn Heights-Cobble Hill,40.693394,-73.990944
46,BK09,"Silberstein, Awad & Miklos, P.C",Lawyer,Brooklyn Heights-Cobble Hill,40.69358868020541,-73.99081707000731
47,BK09,"Law Office of Scott G. Cerbin, Esq., PLLC",Lawyer,Brooklyn Heights-Cobble Hill,40.693621500000006,-73.99085989999998
48,BK09,"Kushner Law Group, P.L.L.C.",Lawyer,Brooklyn Heights-Cobble Hill,40.69361,-73.99088
49,BK09,Wolf Marketing New York,Business Service,Brooklyn Heights-Cobble Hill,40.693506599010774,-73.9914175868762
50,BK09,Key Food,Supermarket,Brooklyn Heights-Cobble Hill,40.6950520296132,-73.99536717074027
51,BK09,Keys To Success Music School,Event Service,Brooklyn Heights-Cobble Hill,40.692295,-73.99476800000002
52,BK09,Carelink Inc. Home Care Agency,Business Service,Brooklyn Heights-Cobble Hill,40.693860174658155,-73.99150907993318
53,BK09,ZHAO ANZAR INC,Construction & Landscaping,Brooklyn Heights-Cobble Hill,40.69523420000001,-73.9910642
54,BK09,Veteran Movers NYC,Home Service,Brooklyn Heights-Cobble Hill,40.69506610000001,-73.99110040000002
55,BK09,Goldenberg Roofing Brooklyn NY,Construction & Landscaping,Brooklyn Heights-Cobble Hill,40.6951017,-73.99143659999999
56,BK09,The Law Offices of Michael Mullen,Lawyer,Brooklyn Heights-Cobble Hill,40.6933297,-73.9909485
57,BK09,"Coffinas & Lusthaus, P.C.",Lawyer,Brooklyn Heights-Cobble Hill,40.6924542,-73.9918283
58,BK09,Heights Nails,Cosmetics Shop,Brooklyn Heights-Cobble Hill,40.69923794375696,-73.9921099803356
59,BK09,Brooklyn Women's Exchange,Gift Shop,Brooklyn Heights-Cobble Hill,40.695813060111476,-73.99508719549453
60,BK09,Page Sargisson,Jewelry Store,Brooklyn Heights-Cobble Hill,40.694060490080716,-73.99176456034185
61,BK09,Law Offices of Lowell J. Sidney,Lawyer,Brooklyn Heights-Cobble Hill,40.69427300679956,-73.99585962295531
62,BK09,Pet Emporium,Pet Store,Brooklyn Heights-Cobble Hill,40.695134123881104,-73.99544021737637
63,BK09,Area Kids,Toy / Game Store,Brooklyn Heights-Cobble Hill,40.694444,-73.993153
64,BK09,Chimney Sweep by Atlantic Cleaning,Construction & Landscaping,Brooklyn Heights-Cobble Hill,40.69430147788742,-73.99616707116365
65,BK09,Daphne Art & Custom Framing,Arts & Crafts Store,Brooklyn Heights-Cobble Hill,40.694543107545904,-73.99282523154847
66,BK09,Eddie and Sons Locksmith - Brooklyn Heights - NY,Locksmith,Brooklyn Heights-Cobble Hill,40.69515153762086,-73.99293065071106
67,BK09,Tango,Women's Store,Brooklyn Heights-Cobble Hill,40.69467946320042,-73.99355089812995
68,BK09,Hair Club,Health & Beauty Service,Brooklyn Heights-Cobble Hill,40.692761,-73.99131469999998
69,BK09,The Pryor Law Firm,Lawyer,Brooklyn Heights-Cobble Hill,40.6923701,-73.991864
70,BK09,Law Offices of Gilbert C. Parris P.C.,Lawyer,Brooklyn Heights-Cobble Hill,40.69353,-73.99049000000002
71,BK09,Law Office of Virginia Geiss,Lawyer,Brooklyn Heights-Cobble Hill,40.69277593,-73.99123245
72,BK09,Technoplura LLC,Business Service,Brooklyn Heights-Cobble Hill,40.69818660000001,-73.9943188
73,BK09,Carpet cleaning Expert,Home Service,Brooklyn Heights-Cobble Hill,40.69339446439378,-73.99047374725342
74,BK09,Law Offices of David J. Hernandez,Lawyer,Brooklyn Heights-Cobble Hill,40.692703010835295,-73.99112820625304
75,BK09,Brooklyn Bridge Csa,Farmers Market,Brooklyn Heights-Cobble Hill,40.697204,-73.99345600000002
76,BK09,NY Audio Associates,Health & Beauty Service,Brooklyn Heights-Cobble Hill,40.695690445470674,-73.99216756224631
77,BK09,Brooklyn Bar Association Lawyer Referral Service,Lawyer,Brooklyn Heights-Cobble Hill,40.69343104673788,-73.99365162449696
78,BK09,Clark Pet,Pet Store,Brooklyn Heights-Cobble Hill,40.697640210775,-73.9936485343365
79,BK09,GVS General Vision,Shop & Service,Brooklyn Heights-Cobble Hill,40.6918346,-73.9914847
80,BK09,"Mathew Lefkowitz, MD",Health & Beauty Service,Brooklyn Heights-Cobble Hill,40.6943019,-73.99186399999998
81,BK09,clarkpet.com,Pet Store,Brooklyn Heights-Cobble Hill,40.69782,-73.99351
82,BK09,Sprintpcs Store,Mobile Phone Shop,Brooklyn Heights-Cobble Hill,40.69293,-73.99539
83,BK09,Fresh Start Marketplace,Market,Brooklyn Heights-Cobble Hill,40.69408024705841,-73.99184640247462
84,BK09,"Gray, Peter G. Attorney",Lawyer,Brooklyn Heights-Cobble Hill,40.694225,-73.9917126
85,BK09,Equinox Brooklyn Heights,Gym,Brooklyn Heights-Cobble Hill,40.69253,-73.991587
86,BK09,718 Locksmith Brooklyn,Locksmith,Brooklyn Heights-Cobble Hill,40.6927256,-73.99112459999998
87,BK09,The Law Office of Samuel Karliner,Lawyer,Brooklyn Heights-Cobble Hill,40.69398016061811,-73.99165391921997
88,BK09,Abstract Enterprises,Business Service,Brooklyn Heights-Cobble Hill,40.692776,-73.991224
89,BK09,Orangetheory Fitness,Gym,Brooklyn Heights-Cobble Hill,40.6939668777196,-73.99151899289167
90,BK09,SoulCycle Brooklyn Heights,Cycle Studio,Brooklyn Heights-Cobble Hill,40.69225331442192,-73.99104239018473
91,BK09,The Center for Musculoskeletal Disorders,Health & Beauty Service,Brooklyn Heights-Cobble Hill,40.6927721,-73.99360859999999
92,BK09,Ettinger Law Firm,Lawyer,Brooklyn Heights-Cobble Hill,40.69506610000001,-73.99110040000002
93,BK09,Brooklyn CSA,Food & Drink Shop,Brooklyn Heights-Cobble Hill,40.69645380899949,-73.99120112947547
94,BK09,SHOUT,Business Service,Brooklyn Heights-Cobble Hill,40.698103092734534,-73.99313512932147
95,BK09,Brooklyn iPhone Repair,Electronics Store,Brooklyn Heights-Cobble Hill,40.69416725693806,-73.99135887622833
96,BK09,Careland Pharmacy,Pharmacy,Brooklyn Heights-Cobble Hill,40.697779,-73.992403
97,BK09,Brooklyn Heating and Cooling,Construction & Landscaping,Brooklyn Heights-Cobble Hill,40.6943117,-73.9911015
98,BK09,"Liverpool Law Office, P.C.",Lawyer,Brooklyn Heights-Cobble Hill,40.693726,-73.991508
99,BK09,Court Street Office Furniture,Furniture / Home Store,Brooklyn Heights-Cobble Hill,40.69248337114443,-73.99603128433229
100,BK09,79 Green Apple Corp.,Market,Brooklyn Heights-Cobble Hill,40.698163,-73.99274
101,BK09,Xtend Barre Brooklyn Heights,Gym / Fitness Center,Brooklyn Heights-Cobble Hill,40.69359889059573,-73.99237621927261
102,BK09,Form Fitness Brooklyn,Gym / Fitness Center,Brooklyn Heights-Cobble Hill,40.69295,-73.99084
103,BK09,Brooklyn Heights Pilates,Pilates Studio,Brooklyn Heights-Cobble Hill,40.694261,-73.993044
104,BK09,"Fisher Stone- Business, Corporate & Startup Law",Lawyer,Brooklyn Heights-Cobble Hill,40.6943117,-73.9911015
105,BK09,Four Seasons Spa Montague,Massage Studio,Brooklyn Heights-Cobble Hill,40.69464297809056,-73.99360388746886
106,BK09,Eastern Athletic Club,Gym,Brooklyn Heights-Cobble Hill,40.698336774760094,-73.99394843094989
107,BK09,Area Yoga & Spa,Yoga Studio,Brooklyn Heights-Cobble Hill,40.69456810543555,-73.99351424019754
108,BK09,New York Sports Clubs,Gym / Fitness Center,Brooklyn Heights-Cobble Hill,40.693287,-73.99110859999999
109,BK09,Everyday Athlete,Gym / Fitness Center,Brooklyn Heights-Cobble Hill,40.69247132091991,-73.99334446854017
110,BK09,Heatwise,Yoga Studio,Brooklyn Heights-Cobble Hill,40.69344993357843,-73.99178782395664
111,BK09,Bikram Yoga Brooklyn Heights,Yoga Studio,Brooklyn Heights-Cobble Hill,40.69502123495768,-73.99516564418366
112,BK09,YogaWorks Brooklyn,Yoga Studio,Brooklyn Heights-Cobble Hill,40.692209999999996,-73.990985
113,BK09,SPEAR Physical Therapy,Medical Center,Brooklyn Heights-Cobble Hill,40.697925151173756,-73.99439076371999
114,BK09,Brooklyn Dojo,College Gym,Brooklyn Heights-Cobble Hill,40.697939,-73.99260100000001
115,BK09,Brooklyn Pilates,Pilates Studio,Brooklyn Heights-Cobble Hill,40.69436313224332,-73.99295240082523
116,BK09,Yoga People,Yoga Studio,Brooklyn Heights-Cobble Hill,40.694379125402826,-73.99280157816152
117,BK17,Silver Star Meats,Grocery Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59030410263241,-73.94012052434758
118,BK17,Super Stop & Shop,Supermarket,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5898511,-73.9523005
119,BK17,ShopRite,Supermarket,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58739335,-73.94477424
120,BK17,Walgreens,Pharmacy,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60087183938047,-73.93587363889309
121,BK17,Thriftys,Liquor Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60053051901803,-73.93696378537578
122,BK17,Brenmans Prime Meat Market,Food & Drink Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.596745880555545,-73.92972389465632
123,BK17,Redbox,Video Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59195,-73.94022700000002
124,BK17,Verizon Wireless,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58724876543985,-73.9536707942621
125,BK17,Marshalls,Department Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58685988547333,-73.93229377939214
126,BK17,Dollar Tree,Discount Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60040088316308,-73.93705750668015
127,BK17,T-Mobile,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59362700000001,-73.940812
128,BK17,7-Eleven,Convenience Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59191516053321,-73.94070133566849
129,BK17,Family Dollar,Discount Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59330452026597,-73.94063092918637
130,BK17,Russian Baths of Brooklyn,Bath House,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59402750422512,-73.95816237552837
131,BK17,Portokali Organic Gourmet Market,Market,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58731566941492,-73.95375245924721
132,BK17,CVS pharmacy,Pharmacy,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58754612603402,-73.95486456092166
133,BK17,Produce Market 2000,Farmers Market,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59995949938282,-73.94577794184832
134,BK17,Staples,Paper / Office Supplies Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5907303,-73.9500561
135,BK17,Rite Aid,Pharmacy,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5992777,-73.95100079999997
136,BK17,AT&T Store,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58705588311592,-73.95339909641315
137,BK17,Robert Bondar Law Office,Lawyer,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58568540739359,-73.94612073898315
138,BK17,Novo Plumbing,Home Service,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.584316556014045,-73.94262313842773
139,BK17,Redbox,Video Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.601236,-73.935829
140,BK17,Key Food,Supermarket,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.601171995488244,-73.9342700121287
141,BK17,Met Food Supermarket,Grocery Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59949742703503,-73.93668428602312
142,BK17,Duane Reade,Pharmacy,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58580355099099,-73.94984900951384
143,BK17,Marshalls,Department Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5905614,-73.9534053
144,BK17,T-Mobile,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.587449374472364,-73.95373740869219
145,BK17,Net Cost Market,Grocery Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59537037006583,-73.95478956338779
146,BK17,Lotus Bridal,Bridal Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59921390362938,-73.95273855472945
147,BK17,Macy's Backstage,Department Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58404171060845,-73.94690041596276
148,BK17,Beer & Beverage Discount Center,Beer Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58987326680236,-73.93537044525145
149,BK17,Family Drugstore @ Nostrand Ave,Pharmacy,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59385108299116,-73.94068121910095
150,BK17,Law Offices of Boris Nikhman,Lawyer,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5904347,-73.9493291
151,BK17,Kosher Palace,Supermarket,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60029628124885,-73.9430539735496
152,BK17,Edible arrangements,Food & Drink Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.585262,-73.95134499999998
153,BK17,Best Cellutions,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.596162710763934,-73.94124984741211
154,BK17,"The Rybak Firm, PLLC",Lawyer,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58585460000001,-73.95069790000002
155,BK17,The Shop Barbers Inc,Cosmetics Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.593058,-73.947604
156,BK17,Liquor World,Liquor Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58595481414321,-73.95174863879633
157,BK17,Viewpoint Optical,Optical Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.590644119792344,-73.94016405590257
158,BK17,VIPVISIONS CORP,Photography Studio,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58820304302935,-73.9437684416771
159,BK17,Cigar Vault,Smoke Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58845825345281,-73.95265480808506
160,BK17,GUESS Kings Plaza Shopping Center,Clothing Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58620390937402,-73.94200959232674
161,BK17,Ihor's Handyman Services,Construction & Landscaping,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5860069,-73.9418603
162,BK17,Brooklyn VI Fishing,Event Service,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.585392084456394,-73.94620656967162
163,BK17,Rainbow Apparel,Clothing Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59047817809832,-73.93935465490267
164,BK17,Eye Appeal,Optical Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58733193389453,-73.95364783418152
165,BK17,Bernie's Bait & Tackle,Sporting Goods Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58404165010194,-73.93754288801978
166,BK17,Salvation Army,Thrift / Vintage Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59344464774106,-73.94060822041368
167,BK17,"Billy Strackman, LLC",Construction & Landscaping,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5834959,-73.93895699999999
168,BK17,Marina Tylo Law Offices,Lawyer,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59510772227622,-73.9505571126938
169,BK17,Renee's  Clothing,Clothing Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.589756,-73.9374
170,BK17,care fast pharmacy,Pharmacy,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.591866,-73.94016500000002
171,BK17,Liquor Land,Liquor Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.592031,-73.940494
172,BK17,Office Phone Systems Provider,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58314323253385,-73.95338416099548
173,BK17,Brooklyn Business Brokers,Laundromat,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58420574320887,-73.95452141761778
174,BK17,7-Eleven,Convenience Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.6025075654576,-73.9425185322761
175,BK17,Vision Associates of Sheepshead Bay,Optical Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.587997322204046,-73.95573261705783
176,BK17,Clean Rite Laundry,Laundromat,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.592997,-73.940586
177,BK17,ShoeTopic,Shoe Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59288771143585,-73.94324541091919
178,BK17,STELLA MARIS BAIT & TACKLE,Fishing Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.583485,-73.941048
179,BK17,Metro by T-Mobile,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.593225451662825,-73.94019139824775
180,BK17,Shorway,Grocery Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58399925536378,-73.93786787404152
181,BK17,Klearview Appliance,Furniture / Home Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.593389595625204,-73.94037071093493
182,BK17,mr jewelry & pawn,Pawn Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59384904627946,-73.93858909606932
183,BK17,T-Mobile,Mobile Phone Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58663736402986,-73.92525561028279
184,BK17,24 Hour Fitness,Gym / Fitness Center,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58546518948626,-73.95153913952257
185,BK17,Mattress Firm,Mattress Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59235,-73.940709
186,BK17,T. Kang Taekwondo,Martial Arts Dojo,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.600523330061456,-73.94055208349599
187,BK17,T. Kang Taewondo,Martial Arts Dojo,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.586534366450884,-73.9523753078614
188,BK17,Fitness Gallery,Boxing Gym,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5969284834859,-73.95605564117432
189,BK17,i-FAUX,Construction & Landscaping,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.578748,-73.95493399999998
190,BK17,Gourmet Boutique Supermarket,Grocery Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59419263187127,-73.94078402033817
191,BK17,Amazing discount,Discount Store,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5929792584328,-73.94655303863959
192,BK17,Law Office Of Steve Ebbin,Lawyer,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.599888896094534,-73.947861806915
193,BK17,Advanced Professional Group NY,Cosmetics Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60068,-73.93853
